Ev_origintime,Ev_latitude,Ev_longitude,Ev_depth,Ev_magnitude
2010-01-02T11:50:29.949999,-38.454191,176.256689,6.567,0.5
2010-01-02T11:58:24.969999,-38.455086,176.294222,4.415,0.8
2010-01-02T16:39:43.079999,-38.419568,176.208919,6.368,0.9
2010-01-02T16:48:24.100000,-38.417786,176.191488,5.318,1.0
2010-01-02T16:48:45.460000,-38.41827,176.20695,6.523,1.0
2010-01-03T11:46:12.609999,-38.437447,176.179313,6.5,1.4
2010-01-03T11:47:07.820000,-38.432812,176.177083,8.92,1.3
2010-01-03T11:47:55.609999,-38.442131,176.181331,7.295,1.0
2010-01-03T11:48:16.760000,-38.439433,176.180941,6.121,1.1
2010-01-09T01:27:19.949999,-38.233488,176.677507,0.084,1.8
2010-01-09T07:03:50.490000,-38.277177,176.40013,8.553,1.6
2010-01-09T11:58:53.509999,-38.402519,176.158512,10.32,0.5
2010-01-10T10:37:06.160000,-38.379655,176.275863,5.929,0.8
2010-01-10T13:54:23.690000,-38.137211,176.46779,3.96,1.5
2010-01-13T02:26:06.089999,-38.357117,176.173454,8.928,0.7
2010-01-13T15:26:10.619999,-38.429867,176.150635,5.482,0.6
2010-01-13T15:32:08.960000,-38.416467,176.167855,5.531,1.4
2010-01-13T15:32:47.969999,-38.415833,176.169661,5.778,1.1
2010-01-13T15:33:29.429999,-38.419067,176.170931,10.768,0.8
2010-01-13T15:33:52.640000,-38.40435,176.165788,9.725,0.3
2010-01-13T15:42:29.579999,-38.420691,176.181201,7.634,0.8
2010-01-13T15:58:35.969999,-38.40249,176.177474,5.309,0.5
2010-01-16T06:25:50.280000,-38.374325,176.287191,6.107,1.9
2010-01-16T06:26:34.590000,-38.37817,176.275277,5.233,0.7
2010-01-16T06:30:19.100000,-38.371912,176.29209,6.233,1.3
2010-01-16T06:32:53.789999,-38.374601,176.287354,6.084,1.8
2010-01-16T06:38:40,-38.370447,176.288818,6.48,1.6
2010-01-16T06:38:59.289999,-38.371623,176.285059,6.474,1.7
2010-01-16T06:41:46.390000,-38.387756,176.289176,8.415,0.9
2010-01-16T06:45:51.280000,-38.376998,176.28527,5.9,1.9
2010-01-16T06:54:36.850000,-38.374133,176.287044,5.994,1.6
2010-01-16T07:04:08.279999,-38.3743,176.287549,6.055,2.2
2010-01-16T08:22:45.320000,-38.371346,176.285059,6.533,1.3
2010-01-16T09:19:11.769999,-38.388652,176.248031,12.698,1.3
2010-01-16T10:45:49.899999,-38.372538,176.290609,6.42,1.0
2010-01-18T05:31:46.390000,-38.307784,176.31416,6.5,1.9
2010-01-18T09:34:55.710000,-38.372986,176.299902,6.739,0.8
2010-01-18T09:50:08.820000,-38.410502,176.271956,8.719,0.2
2010-01-18T10:24:04.730000,-38.371501,176.291732,6.653,1.2
2010-01-18T10:52:30.960000,-38.381295,176.256136,4.206,0.2
2010-01-18T11:02:52.960000,-38.369181,176.30236,6.683,0.5
2010-01-18T11:58:18.920000,-38.366732,176.305339,6.584,0.9
2010-01-18T12:04:14.949999,-38.373885,176.277197,5.619,1.2
2010-01-18T12:06:35.539999,-38.366984,176.299186,7.023,0.6
2010-01-19T10:21:55.380000,-38.3854,176.29598,6.615,1.4
2010-01-21T15:07:05.750000,-38.325513,176.137402,11.404,1.9
2010-01-25T23:59:59.920000,-38.311886,176.722347,15.801,1.2
2010-01-27T08:20:17.719999,-38.390096,176.125114,3.623,0.9
2010-01-27T08:20:47.750000,-38.37679,176.112061,7.76,1.8
2010-01-28T10:22:43.939999,-38.343437,176.211328,9.536,0.7
2010-01-30T22:42:36,-38.415865,176.199577,8.899,1.1
2010-01-31T04:51:55.240000,-38.444572,176.184831,4.398,1.0
2010-02-01T08:22:58.420000,-38.049475,176.724707,3.715,2.2
2010-02-01T08:27:48.500000,-38.05387,176.67487,2.09,1.8
2010-02-01T08:33:49.939999,-38.057593,176.739811,7.557,2.2
2010-02-01T10:18:40.929999,-38.146399,176.272005,14.404,1.7
2010-02-01T10:18:40.600000,-38.135417,176.274495,12.029,2.3
2010-02-04T12:00:44.250000,-38.05953,176.106755,14.072,1.7
2010-02-05T16:54:58.929999,-38.031775,176.149056,7.38,0.9
2010-02-05T20:47:35.960000,-38.064331,176.12443,12.956,1.6
2010-02-06T13:02:21.820000,-38.059379,176.100016,11.486,1.6
2010-02-06T15:07:02.120000,-38.318933,176.360872,9.795,0.7
2010-02-08T07:17:04.750000,-38.072949,176.182585,15.4,1.3
2010-02-09T02:16:37.530000,-38.392326,176.170003,2.896,0.9
2010-02-10T07:36:42.600000,-38.267619,176.387272,10.347,1.4
2010-02-10T07:37:42.920000,-38.271224,176.394515,8.416,1.3
2010-02-10T08:51:59.539999,-38.336259,176.395443,7.599,0.9
2010-02-12T04:39:17.460000,-38.068152,176.163721,14.354,1.4
2010-02-13T14:55:37.840000,-38.328658,176.165788,6.472,0.4
2010-02-16T11:26:13.650000,-38.088375,176.703141,5.626,1.9
2010-02-16T12:43:44.789999,-38.08916,176.757487,9.814,1.7
2010-02-16T12:46:23.730000,-38.115833,176.702751,19.625,1.6
2010-02-16T12:49:14.769999,-38.08363,176.706478,4.858,1.6
2010-02-16T12:51:28.750000,-38.13783,176.75013,5.248,1.3
2010-02-16T12:52:30.329999,-38.075008,176.701074,1.682,1.4
2010-02-16T19:44:51.380000,-38.078434,176.724707,5.21,1.6
2010-02-17T14:43:07.429999,-38.131425,176.452458,1.65,1.6
2010-02-17T14:45:40.060000,-38.148572,176.50721,1.781,2.0
2010-02-17T14:46:17.410000,-38.141382,176.510531,1.774,1.3
2010-02-17T16:46:04.059999,-38.13761,176.451221,11.35,2.4
2010-02-17T16:47:16.420000,-38.146021,176.507324,1.64,1.8
2010-02-17T18:56:24.079999,-38.141146,176.525033,19.469,3.1
2010-02-17T18:56:25.480000,-38.14598,176.444336,12.059,2.3
2010-02-18T06:03:21.039999,-38.334798,176.165625,7.291,1.1
2010-02-21T14:40:16.120000,-38.076396,176.744564,6.221,1.7
2010-02-24T02:58:10.669999,-38.334281,176.23374,6.252,1.7
2010-02-24T12:47:19.989999,-38.41547,176.211702,5.364,1.1
2010-03-01T10:17:19.519999,-38.329024,176.215462,8.171,0.8
2010-03-01T12:05:37.479999,-38.080863,176.554769,6.631,2.8
2010-03-01T12:05:38.219999,-38.086727,176.35612,21.371,2.1
2010-03-01T12:07:15.089999,-38.073633,176.554118,3.737,1.8
2010-03-01T16:16:50.130000,-38.059383,176.554622,6.761,2.4
2010-03-04T13:09:37.939999,-38.31818,176.147461,5.954,0.5
2010-03-09T07:43:35.549999,-38.295337,176.337109,8.23,1.1
2010-03-09T07:44:09.009999,-38.31027,176.377718,6.943,1.4
2010-03-09T07:44:39.880000,-38.310547,176.384082,3.647,0.8
2010-03-09T07:45:55.479999,-38.30922,176.394173,7.174,1.1
2010-03-09T23:00:40.399999,-38.364535,176.182227,8.385,1.2
2010-03-10T02:02:07.190000,-38.019071,176.496029,10.608,1.8
2010-03-12T12:34:12.070000,-38.061987,176.488656,10.626,2.2
2010-03-15T04:11:14.240000,-38.194499,176.592008,13.056,1.8
2010-03-18T09:15:33.659999,-38.298889,176.341471,6.853,1.0
2010-03-19T10:06:21.839999,-38.30413,176.260173,5.713,0.4
2010-03-19T17:22:31.539999,-38.168709,176.715169,11.615,1.9
2010-03-20T15:28:59.909999,-38.361161,176.14139,19.426,2.1
2010-03-21T23:59:55.200000,-38.307625,176.263623,23.82,2.0
2010-04-03T13:49:27.370000,-38.258695,176.417594,10.21,1.1
2010-04-03T13:53:35.020000,-38.262056,176.404118,5.366,1.8
2010-04-03T16:08:05.820000,-38.380648,176.192057,8.672,1.1
2010-04-08T09:21:24.019999,-38.145589,176.341732,14.146,1.8
2010-04-15T09:27:47.789999,-38.317932,176.199821,7.857,0.4
2010-04-21T04:41:17.050000,-38.38267,176.197786,4.655,1.8
2010-04-21T04:41:31.370000,-38.382983,176.197754,4.548,1.8
2010-04-21T04:41:53.909999,-38.38374,176.196908,5.399,2.1
2010-04-21T04:43:29.059999,-38.383521,176.196875,5.521,2.1
2010-04-21T04:46:48.710000,-38.382186,176.197689,5.108,2.0
2010-04-21T04:48:52.509999,-38.384424,176.201937,3.997,0.9
2010-04-21T04:49:10.140000,-38.383154,176.199984,4.331,0.9
2010-04-21T04:50:24.350000,-38.387748,176.200195,7.083,1.3
2010-04-21T04:51:51.460000,-38.360205,176.263656,24.158,1.6
2010-04-21T04:52:56.140000,-38.367537,176.188346,1.382,0.8
2010-04-21T04:53:15.550000,-38.369279,176.190218,3.306,0.2
2010-04-21T04:55:56.130000,-38.38289,176.196924,4.583,2.3
2010-04-21T04:55:56.079999,-38.378931,176.20319,9.214,2.3
2010-04-21T04:56:56.240000,-38.376656,176.200163,4.805,1.2
2010-04-21T04:58:15.900000,-38.383496,176.19904,2.998,1.2
2010-04-21T05:01:29.410000,-38.386096,176.197689,3.972,0.7
2010-04-21T05:03:18.170000,-38.382052,176.198438,5.475,1.3
2010-04-21T05:03:58.390000,-38.387378,176.199105,5.04,0.6
2010-04-21T05:04:20.199999,-38.385189,176.19847,6.45,1.5
2010-04-21T05:07:54.969999,-38.386353,176.203792,1.916,0.9
2010-04-21T05:11:36.770000,-38.377962,176.199333,4.506,0.2
2010-04-21T05:21:15.570000,-38.383236,176.19821,5.375,2.4
2010-04-21T05:24:14.449999,-38.386096,176.197103,5.119,1.0
2010-04-21T05:24:39.079999,-38.335307,176.204069,6.354,0.6
2010-04-21T05:30:06.419999,-38.376656,176.20083,4.906,1.0
2010-04-21T05:32:17.960000,-38.382515,176.196175,5.059,1.4
2010-04-21T05:39:58.119999,-38.383175,176.19847,5.297,1.7
2010-04-21T05:40:23.579999,-38.384058,176.20236,7.076,0.7
2010-04-21T05:51:14.580000,-38.290149,176.179427,21.759,2.0
2010-04-21T06:00:45.479999,-38.379997,176.205518,4.703,0.9
2010-04-21T06:04:06.690000,-38.379525,176.200212,5.23,1.2
2010-04-21T06:20:53.659999,-38.381458,176.200618,5.689,1.6
2010-04-21T06:32:23.710000,-38.385693,176.196208,4.26,0.4
2010-04-21T06:49:38.600000,-38.38068,176.200293,5.128,1.4
2010-04-21T06:53:59.659999,-38.379484,176.198975,5.729,2.6
2010-04-21T06:55:44.759999,-38.383931,176.195573,4.736,1.1
2010-04-21T06:57:22.820000,-38.385559,176.199137,4.006,1.0
2010-04-21T06:57:36.219999,-38.384603,176.194889,6.632,0.7
2010-04-21T07:00:01.470000,-38.376233,176.200716,5.982,0.5
2010-04-21T07:02:31.620000,-38.386564,176.229281,8.147,0.8
2010-04-21T07:05:23.109999,-38.381755,176.198584,4.952,1.6
2010-04-21T07:09:26.920000,-38.379651,176.200781,4.913,1.1
2010-04-21T07:21:19.440000,-38.385372,176.199023,5.12,0.6
2010-04-21T07:21:50.299999,-38.386682,176.203451,3.677,1.5
2010-04-21T07:21:59.560000,-38.383069,176.201172,4.036,1.5
2010-04-21T08:45:12.429999,-38.385706,176.197331,4.872,0.8
2010-04-22T05:38:56.640000,-38.261369,176.432161,9.285,1.7
2010-04-22T05:40:12.960000,-38.293734,176.392399,9.065,1.2
2010-04-22T05:43:34.009999,-38.251855,176.408398,6.848,1.9
2010-04-22T05:55:38.079999,-38.048393,176.366162,6.971,1.9
2010-04-22T05:56:16.250000,-38.050728,176.375488,8.447,2.0
2010-04-22T06:00:43.429999,-38.053267,176.365088,7.896,1.5
2010-04-22T06:03:35.509999,-38.103569,176.46748,1.757,2.4
2010-04-22T08:37:17.179999,-38.409875,176.199447,1.86,0.4
2010-04-22T08:58:49.159999,-38.424536,176.194108,4.617,0.8
2010-04-25T03:38:38,-38.030098,176.491829,9.674,2.0
2010-04-26T08:57:05.019999,-38.300338,176.188135,6.508,0.6
2010-04-28T20:37:45,-38.265767,176.195475,7.031,1.1
2010-04-29T01:07:06.400000,-38.247428,176.367188,7.805,1.6
2010-04-29T05:35:05.870000,-38.255949,176.41473,5.599,2.1
2010-04-29T05:40:33.899999,-38.259355,176.419596,4.708,1.9
2010-04-29T05:42:03.480000,-38.254447,176.407292,5.135,1.7
2010-04-29T14:29:27.859999,-38.214172,176.106966,9.206,0.9
2010-04-30T17:37:56.299999,-38.101774,176.636637,11.706,1.5
2010-04-30T18:26:46.299999,-38.280265,176.206999,6.809,0.7
2010-05-02T07:54:04.200000,-38.085848,176.499756,7.157,2.1
2010-05-02T08:03:52.810000,-38.086833,176.498128,7.693,1.7
2010-05-02T08:05:00.970000,-38.093551,176.499447,7.132,1.9
2010-05-02T08:17:19.210000,-38.087085,176.504736,4.877,2.0
2010-05-02T08:32:28.039999,-38.093107,176.495931,7.734,2.6
2010-05-02T08:34:36.939999,-38.082751,176.493831,8.342,1.9
2010-05-02T08:35:05.669999,-38.079228,176.499268,3.985,1.6
2010-05-02T08:36:41.380000,-38.083993,176.522266,3.895,1.4
2010-05-02T08:37:24.879999,-38.086051,176.525358,7.266,1.6
2010-05-02T09:32:51.130000,-38.068046,176.473096,8.927,1.4
2010-05-02T09:33:26.890000,-38.087378,176.498926,4.185,1.9
2010-05-02T09:45:18.480000,-38.089498,176.5,7.218,1.6
2010-05-02T09:46:45.179999,-38.081844,176.502816,5.578,1.7
2010-05-02T10:02:11.189999,-38.086198,176.499121,7.699,1.6
2010-05-02T10:08:13.990000,-38.092537,176.492822,8.372,1.8
2010-05-02T10:13:45.340000,-38.074711,176.515918,1.162,1.6
2010-05-02T10:38:17.100000,-38.101196,176.499984,11.762,1.8
2010-05-02T10:39:44.130000,-38.085449,176.498226,8.042,1.9
2010-05-02T10:48:36.530000,-38.092249,176.510042,6.991,1.8
2010-05-02T12:10:45.200000,-38.081689,176.498714,7.253,2.0
2010-05-02T13:46:04.940000,-38.070467,176.515267,2.006,1.4
2010-05-03T01:00:53.359999,-38.156694,176.554264,15.181,2.1
2010-05-04T08:42:01.790000,-38.088082,176.499854,7.818,2.4
2010-05-04T15:53:06.599999,-38.086104,176.515462,9.125,1.7
2010-05-04T16:08:12.980000,-38.087211,176.501953,7.295,2.0
2010-05-04T16:40:05.559999,-38.080664,176.498031,8.312,2.0
2010-05-04T17:01:17.519999,-38.076473,176.510954,4.602,1.6
2010-05-04T17:44:51.600000,-38.095638,176.507617,3.751,3.1
2010-05-04T17:52:42.799999,-38.349304,176.41779,11.958,1.1
2010-05-05T00:09:18.120000,-38.082133,176.521126,4.55,2.1
2010-05-05T04:05:58.350000,-38.083582,176.514453,2.616,2.2
2010-05-05T06:22:14.699999,-38.070349,176.515397,3.253,1.7
2010-05-05T11:42:16.539999,-38.087459,176.522038,4.624,2.0
2010-05-05T14:36:37.189999,-38.096659,176.503499,6.535,2.1
2010-05-07T14:47:54.609999,-38.094385,176.491032,6.429,1.7
2010-05-08T08:03:59.630000,-38.336141,176.212972,2.36,0.4
2010-05-09T09:44:47.189999,-38.437231,176.330062,6.889,1.9
2010-05-09T11:28:14.160000,-38.139718,176.144108,4.707,2.1
2010-05-10T14:25:16.769999,-38.322656,176.254557,7.498,0.09999999999999998
2010-05-11T15:15:02.279999,-38.371871,176.19873,5.246,0.5
2010-05-11T15:18:34.689999,-38.370251,176.200602,6.273,0.6
2010-05-11T16:30:34.439999,-38.325187,176.207292,7.513,0.5
2010-05-11T16:53:41.100000,-38.330497,176.204899,7.759,0.7
2010-05-11T17:06:03.319999,-38.324512,176.203451,7.956,1.1
2010-05-11T17:06:53.240000,-38.325789,176.202832,7.826,1.2
2010-05-11T17:07:39.399999,-38.408354,176.141423,9.139,0.09999999999999998
2010-05-11T17:12:20.399999,-38.324178,176.204688,7.581,1.1
2010-05-11T17:18:13.160000,-38.324727,176.205615,7.588,1.5
2010-05-12T07:34:52.689999,-38.362846,176.250651,9.605,0.9
2010-05-13T15:41:01.179999,-38.344417,176.325895,3.395,0.5
2010-05-14T14:18:54.469999,-38.325187,176.203271,7.593,0.8
2010-05-14T14:34:10.539999,-38.324198,176.206185,7.909,0.8
2010-05-14T14:46:33.429999,-38.355969,176.195654,4.265,0.5
2010-05-15T09:39:57.420000,-38.011019,176.648763,15.135,2.8
2010-05-15T10:19:34.100000,-38.020797,176.378044,2.901,1.2
2010-05-16T16:30:19.890000,-38.360657,176.149788,7.879,0.7
2010-05-17T15:18:59.200000,-38.318884,176.204476,9.031,0.6
2010-05-19T04:58:05.280000,-38.081816,176.794743,2.565,2.6
2010-05-19T07:40:51.109999,-38.140633,176.478027,1.296,1.7
2010-05-19T08:57:45.829999,-38.287622,176.319434,7.703,0.2
2010-05-19T11:55:00.980000,-38.071448,176.797298,5.144,2.0
2010-05-19T15:49:45.850000,-38.232788,176.595101,13.964,1.8
2010-05-19T16:21:16.190000,-38.079651,176.411475,5.079,2.8
2010-05-19T19:43:02.680000,-38.053105,176.547852,0.68,1.7
2010-05-22T07:45:23.059999,-38.307011,176.348307,6.57,1.1
2010-05-23T09:39:05.009999,-38.415715,176.315039,6.327,0.2
2010-05-24T04:17:04.839999,-38.36263,176.278337,5.601,1.1
2010-05-24T07:39:38.990000,-38.356897,176.281624,3.147,0.3
2010-05-24T09:01:49.570000,-38.172424,176.276676,11.933,1.0
2010-05-25T08:17:03.810000,-38.429305,176.151921,4.102,0.2
2010-05-25T18:41:48.500000,-38.440658,176.171631,3.698,0.8
2010-05-25T18:43:40.640000,-38.445809,176.163216,5.333,1.0
2010-05-26T03:48:53.859999,-38.370028,176.327702,4.336,1.4
2010-05-26T07:38:07.540000,-38.373792,176.287191,3.937,0.4
2010-05-26T15:18:11.240000,-38.211759,176.570166,11.873,1.5
2010-05-27T00:37:10.849999,-38.293795,176.368424,10.546,1.9
2010-05-27T00:37:11.179999,-38.297534,176.364469,4.727,1.3
2010-05-28T02:49:25.420000,-38.300871,176.33859,9.748,2.4
2010-05-28T02:49:25.230000,-38.304077,176.332292,9.794,2.5
2010-05-28T07:57:28.359999,-38.436873,176.227767,21.252,1.9
2010-05-30T08:04:34.799999,-38.279517,176.209863,7.447,1.0
2010-05-30T22:30:49.079999,-38.264168,176.432682,4.191,1.9
2010-05-30T22:32:22.519999,-38.259896,176.428662,4.222,1.4
2010-05-30T22:36:22.480000,-38.263379,176.422184,5.155,2.2
2010-05-30T22:42:28.280000,-38.258146,176.420785,4.843,1.7
2010-05-30T22:51:28.440000,-38.25896,176.394792,6.346,1.5
2010-05-31T16:17:40.600000,-38.413485,176.165739,4.906,0.3
2010-06-06T06:41:25.100000,-38.266317,176.205778,6.579,1.1
2010-06-06T17:08:59.079999,-38.298014,176.37474,7.455,2.0
2010-06-07T17:45:54.840000,-38.232947,176.332015,8.019,1.8
2010-06-07T17:45:55.200000,-38.264974,176.378385,3.634,1.4
2010-06-07T17:53:21.460000,-38.261283,176.406038,5.592,1.2
2010-06-08T16:13:48.350000,-38.321737,176.358577,7.212,0.8
2010-06-09T00:00:02.980000,-38.339364,176.195557,7.525,1.0
2010-06-10T12:48:34.570000,-38.282153,176.471159,2.655,1.0
2010-06-11T05:02:29.640000,-38.058419,176.764469,3.54,2.0
2010-06-16T13:05:24.800000,-38.428654,176.19681,5.669,0.9
2010-06-16T14:31:32.070000,-38.143616,176.657503,4.139,1.5
2010-06-16T14:32:06.049999,-38.147502,176.675814,7.728,1.1
2010-06-22T16:14:03.370000,-38.301949,176.31429,8.264,0.7
2010-06-25T03:08:33.200000,-38.443835,176.335758,12.197,1.6
2010-06-26T15:24:12.669999,-38.363192,176.193799,7.227,2.6
2010-06-26T15:24:12.679999,-38.367135,176.194775,7.936,2.5
2010-06-27T16:50:32.799999,-38.367769,176.193066,7.043,0.5
2010-06-29T04:33:32.219999,-38.264945,176.437891,7.87,2.4
2010-07-01T09:58:35.840000,-38.363835,176.117529,8.886,0.2
2010-07-03T10:11:44.929999,-38.325094,176.21613,6.638,0.6
2010-07-04T05:14:37.590000,-38.452275,176.172233,3.227,0.9
2010-07-05T10:35:07.139999,-38.433622,176.175114,5.109,0.8
2010-07-05T11:16:26.929999,-38.435022,176.177344,4.707,1.3
2010-07-05T11:18:40.590000,-38.435758,176.180029,5.363,2.3
2010-07-05T11:23:24.839999,-38.435653,176.180908,4.045,1.5
2010-07-05T11:24:39.759999,-38.44047,176.177507,5.433,1.0
2010-07-05T11:25:21.199999,-38.430745,176.185254,2.142,0.2
2010-07-05T11:30:23.839999,-38.435608,176.182633,4.18,1.8
2010-07-05T11:31:07.490000,-38.432467,176.184277,3.696,1.3
2010-07-05T11:31:28.769999,-38.445585,176.267285,6.385,0.5
2010-07-05T11:34:51.310000,-38.435555,176.178532,4.55,1.3
2010-07-05T11:35:04.299999,-38.439714,176.192318,3.184,1.2
2010-07-05T11:36:10.990000,-38.443087,176.203467,9.997,1.4
2010-07-05T11:38:58.159999,-38.444063,176.183431,9.548,1.8
2010-07-05T11:40:53.420000,-38.436869,176.186198,3.944,1.2
2010-07-05T11:41:21.670000,-38.432007,176.176969,4.159,1.2
2010-07-05T11:43:59.539999,-38.432983,176.182178,4.124,1.6
2010-07-05T11:45:12.130000,-38.433476,176.177262,4.539,1.1
2010-07-05T11:45:51.590000,-38.437113,176.18099,4.257,1.8
2010-07-05T11:52:06.160000,-38.432943,176.187402,2.702,0.9
2010-07-05T11:54:01.649999,-38.436112,176.182454,4.225,1.6
2010-07-05T11:57:04.700000,-38.456042,176.15516,1.987,1.3
2010-07-05T12:01:36.270000,-38.433325,176.17124,5.587,1.2
2010-07-05T12:04:04.190000,-38.433358,176.17889,4.56,1.7
2010-07-05T12:10:00.020000,-38.454183,176.181722,6.884,1.9
2010-07-05T12:12:00.030000,-38.435474,176.183268,6.142,1.5
2010-07-05T12:12:22.710000,-38.43689,176.168132,5.552,0.7
2010-07-05T12:15:33.119999,-38.44185,176.168913,7.588,1.9
2010-07-05T12:19:15.669999,-38.430273,176.182568,3.527,0.9
2010-07-05T12:19:56.670000,-38.447095,176.177441,6.184,1.5
2010-07-05T12:19:57.420000,-38.437598,176.258968,9.074,1.4
2010-07-05T12:23:46.590000,-38.431669,176.187207,2.948,1.0
2010-07-05T12:25:43.049999,-38.434188,176.181527,5.741,1.9
2010-07-05T12:26:13.550000,-38.30577,176.422184,2.988,1.3
2010-07-05T12:28:14.759999,-38.435502,176.179541,5.084,1.6
2010-07-05T12:35:48.310000,-38.443205,176.179883,3.472,1.3
2010-07-05T12:38:40.479999,-38.436397,176.167008,8.831,2.0
2010-07-05T12:38:40.729999,-38.433223,176.182438,4.097,2.3
2010-07-08T13:30:02.529999,-38.368538,176.192936,6.627,0.9
2010-07-09T14:52:31.940000,-38.45378,176.217236,6.284,0.5
2010-07-10T06:32:06.129999,-38.230798,176.212044,9.647,0.9
2010-07-11T16:22:24.210000,-38.099272,176.644678,10.308,2.9
2010-07-11T16:22:25.010000,-38.092855,176.574788,13.99,2.0
2010-07-14T07:17:27.519999,-38.137236,176.26665,10.801,1.5
2010-07-15T11:07:56.329999,-38.128007,176.497933,16.534,1.5
2010-07-15T14:19:36.560000,-38.101815,176.671305,2.186,1.8
2010-07-15T14:29:23.910000,-38.121529,176.724528,10.478,1.9
2010-07-15T14:29:25.250000,-38.128011,176.611816,3.535,1.5
2010-07-17T15:45:13.169999,-38.452502,176.209294,5.28,0.6
2010-07-18T05:23:02.430000,-38.351904,176.21696,3.571,0.2
2010-07-19T04:56:43.549999,-38.328992,176.284082,7.408,1.2
2010-07-21T09:08:51.729999,-38.228153,176.616341,4.157,1.6
2010-07-21T09:08:52.820000,-38.252153,176.532796,1.581,1.5
2010-07-23T22:17:59.320000,-38.318652,176.199186,17.881,2.7
2010-07-24T03:16:55.109999,-38.143526,176.470117,3.304,1.7
2010-07-24T05:10:51.179999,-38.136715,176.49126,5.839,2.4
2010-07-24T05:10:51.439999,-38.128186,176.518864,18.329,2.2
2010-07-24T05:17:09.410000,-38.144641,176.47653,3.096,2.1
2010-07-24T05:27:59.609999,-38.122941,176.362093,14.032,2.2
2010-07-24T05:38:52.070000,-38.141801,176.478564,4.255,2.0
2010-07-24T06:37:42.960000,-38.359436,176.148665,6.298,0.2
2010-07-24T06:38:33.990000,-38.144096,176.493359,3.561,2.1
2010-07-24T06:40:39.890000,-38.351025,176.145833,7.538,0.3
2010-07-24T06:51:38.450000,-38.137537,176.497038,3.429,1.6
2010-07-24T07:15:34.990000,-38.140975,176.454655,2.71,1.6
2010-07-24T07:23:53.630000,-38.142623,176.48016,3.081,1.6
2010-07-24T07:24:50.560000,-38.140621,176.468408,3.39,1.9
2010-07-24T07:32:39.460000,-38.150761,176.511361,17.225,2.1
2010-07-24T07:32:39.920000,-38.138839,176.49279,4.188,2.8
2010-07-24T08:03:53.369999,-38.145068,176.467904,2.964,1.4
2010-07-24T08:06:36.509999,-38.14965,176.463346,3.184,2.0
2010-07-24T09:40:35.789999,-38.141142,176.482096,3.293,1.6
2010-07-24T09:43:07.500000,-38.034399,176.247868,4.094,1.6
2010-07-24T09:51:46.409999,-38.139791,176.488818,4.237,2.0
2010-07-24T09:52:46.210000,-38.139848,176.49279,3.638,1.7
2010-07-24T09:53:48.880000,-38.131197,176.424886,0.342,1.4
2010-07-24T09:58:02.819999,-38.123515,176.45083,3.719,1.2
2010-07-24T10:35:30.320000,-38.137044,176.48112,4.306,1.7
2010-07-24T15:16:28.489999,-38.145492,176.503857,3.752,1.4
2010-07-25T07:04:02.680000,-38.100313,176.712419,9.051,1.9
2010-07-26T10:21:43.600000,-38.126933,176.498405,4.697,1.4
2010-07-27T10:06:15.759999,-38.37019,176.430811,10.012,1.3
2010-07-27T18:23:42.840000,-38.148881,176.492643,7.396,1.6
2010-07-27T18:31:20.559999,-38.133105,176.476709,4.915,2.0
2010-07-27T18:36:46.380000,-38.146472,176.490332,5.149,1.9
2010-07-27T18:37:54.479999,-38.145536,176.481608,3.479,1.6
2010-07-27T18:56:03.299999,-38.156673,176.50874,3.387,1.7
2010-07-27T19:11:05.040000,-38.098767,176.528906,1.456,2.1
2010-07-27T19:25:28.800000,-38.146399,176.493685,4.425,2.2
2010-07-27T19:39:56.719999,-38.143083,176.47819,10.346,2.0
2010-07-27T20:02:20.280000,-38.171944,176.457129,2.209,2.0
2010-07-27T20:23:23.660000,-38.150822,176.497249,3.742,3.0
2010-07-27T20:23:23.920000,-38.15533,176.471143,13.038,2.3
2010-07-27T20:52:44.259999,-38.151847,176.482894,4.472,2.3
2010-07-27T22:50:17.379999,-38.164872,176.473942,4.751,1.6
2010-07-28T01:26:50.899999,-38.165088,176.497054,5.561,1.9
2010-07-28T01:58:48.219999,-38.164864,176.483887,4.762,1.9
2010-07-28T03:38:32.119999,-38.165397,176.497819,5.331,2.0
2010-07-28T05:36:49.880000,-38.163517,176.505876,5.139,1.7
2010-07-28T06:23:35.369999,-38.164905,176.437337,2.584,1.7
2010-07-28T06:32:55.729999,-38.166093,176.407096,16.95,1.3
2010-07-28T14:00:02.410000,-38.162467,176.493311,7.312,1.5
2010-07-28T14:03:38.880000,-38.164408,176.48335,4.943,2.4
2010-07-28T14:03:39.109999,-38.172164,176.41569,18.817,1.7
2010-07-28T16:32:48.700000,-38.140682,176.469613,11.498,1.6
2010-07-28T18:00:17.679999,-38.162874,176.466634,4.956,1.4
2010-07-28T18:04:00.960000,-38.164075,176.48584,6.587,1.4
2010-07-28T20:56:16.179999,-38.164014,176.483057,5.786,1.5
2010-07-29T00:00:03.970000,-38.316321,176.258561,17.001,1.4
2010-07-29T07:41:44.890000,-38.035677,176.354867,5.287,2.0
2010-07-29T08:17:00.260000,-38.160461,176.48859,6.308,1.4
2010-07-29T16:40:04.740000,-38.165381,176.490576,6.42,1.6
2010-07-29T17:56:57.119999,-38.164653,176.427816,12.104,1.3
2010-07-29T18:48:47.320000,-38.155981,176.451139,12.333,2.1
2010-07-29T18:49:21.699999,-38.165515,176.482308,5.495,2.5
